"appTitle","userName","date","score","text"
"slither.io","SHRIRANG DHAYGUDE","March 2, 2019",5,"best game ever i played"
"slither.io","Goshin Samuil","March 2, 2019",1,"Awful. It lags so much."
"slither.io","Jose M","March 2, 2019",5,"very simple and fun"
"slither.io","","March 2, 2019",5,"very nice game."
"slither.io","MAJESTIC MANNU","March 2, 2019",5,"it's a great game"
"slither.io","kahlid rabie","March 2, 2019",5,"بس مو قفخبنبتيهثهقهقعب🤗😋😎😎😎😋😋😋🐄🐎🐁🐪😎🤗🙂😣😣😌😌🤓🙄😏😏😏💤👁💤😋😀😋🤗🌷😀👌🙈💤😮😜😈🤓😌 ihtjfjh in hourly no r"
"slither.io","","March 2, 2019",3,"love it but I never win :("
"slither.io","Joseph Tellez","March 2, 2019",4,"it good"
"slither.io","","March 2, 2019",5,"bahut aachi game."
"slither.io","Najia Ikram","March 2, 2019",5,"nice game"
"slither.io","Nitish Kumar","March 2, 2019",5,"awesome"
"slither.io","","March 2, 2019",1,"very bad game please do not download it !!"
"slither.io","Uday Singh","March 2, 2019",5,"very good"
"slither.io","","March 2, 2019",5,"very best game"
"slither.io","","March 2, 2019",5,"this was good"
"slither.io","","March 2, 2019",5,"this game is amazing ☺☺"
"slither.io","","March 2, 2019",5,"it is awesome yay"
"slither.io","","March 2, 2019",5,"great awsome i cant describe it with words"
"slither.io","rebekah brown","March 2, 2019",5,"... I was doing so good😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 can u add revives please........"
"slither.io","Emilio Roldan","March 2, 2019",1,"I don't like it lol :)"
"slither.io","Abidhussain Abidhussain","March 2, 2019",5,"nice game"
"slither.io","","March 2, 2019",3,"I think this needs more improvement"
"slither.io","","March 2, 2019",5,"nice"
"slither.io","William Yates","March 2, 2019",5,"its the best game that ive ever played"
"slither.io","ABOVE CLOUDZ","March 2, 2019",1,"PC slither.io is better than mobile"
"slither.io","","March 2, 2019",4,"I ♥️ it!"
"slither.io","","March 2, 2019",5,"ottimo gioco"
"slither.io","","March 2, 2019",5,"good"
"slither.io","","March 2, 2019",5,"great time killer"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"Its a good and fun game with lots of stuff to do."
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Sebin Benny","March 7, 2019",5,"super polichu"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",4,"nice shooting!"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"This is very good game. I like this game."
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"love it"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"This is too good but not the best"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","CYNTHIA Mcdonald","March 7, 2019",5,"wow"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","beryl raj","March 7, 2019",4,"Good"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Cliff McKenna","March 7, 2019",5,"good game"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Haji Basha","March 7, 2019",1,"super"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","rupesh kotkar","March 7, 2019",3,"best"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"fun game"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"nice game"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","matthew powell","March 7, 2019",5,"Good game !#"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"YUVRAJ NAND BHAGAT YASH"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"i love this game"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"nice"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",4,"interesting"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","jevon moton","March 7, 2019",5,"epic"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","mike drendall","March 7, 2019",5,"great fun"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",1,"very bad game"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Brett Eastwood","March 7, 2019",3,"to many ads"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Laxman Damor","March 7, 2019",5,"good game i like sniper and its scope also very good"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Fernando Lascala","March 7, 2019",5,"good game"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Christopher Rumeral","March 7, 2019",5,"👌"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"unik"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Rajesh kumar","March 7, 2019",5,"bekar gaame"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","mark X-spot","March 7, 2019",5,"The game would be great if it wasn't for all the hackers and cheats. I have to give it 5 stars otherwise my account will be messed with."
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",1,"Funtastic"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Pakistan Zindabad","March 7, 2019",5,"nice."
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"it helps if you go hunting"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"very cool"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"great game"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"interesting"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"cool"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Gerard Russo","March 7, 2019",1,"lost $ and hours of my life!!!! after spending hourds/days to improve my exp and increase the power of my weapons the game suddenly reverted all my weapons to their original state!!! I'm furious! i spent over 500$ while playing this game and i was happy to do so right up until the point where i lost it all. I sent 3 messages to support over the past week and haven't got 1 response, nothing!!!! I've been ghosted by this company. They got my cash and turned their backs on me. I have no recourse🤬"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"wow it is aswem!!!😃😄"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Shmuel Vulakh","March 7, 2019",5,"The game is amasing it has cool graphics and awsome different sniper rifles"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","","March 7, 2019",5,"the game is so fun i dont whant my phone to die and i play it for a long time"
"Sniper 3D Gun Shooter: Free Shooting Games - FPS","Michael Wesley","March 7, 2019",5,"i love this game"
"Tomb of the Mask","","February 13, 2019",5,"fun game"
"Tomb of the Mask","","February 13, 2019",2,"This game had so much potential but was ruined by to many ads every time you play a level an ad plays its such a good game but it ruins the flow of the game by ads"
"Tomb of the Mask","LomoRC","February 13, 2019",5,"I LOVE IT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!😍😍😍😍"
"Tomb of the Mask","","February 13, 2019",5,"it is a good game"
"Tomb of the Mask","Aleksandar Lazarevski","February 13, 2019",5,"Update the game add more levels"
"Tomb of the Mask","johnny killer","February 13, 2019",1,"to many damn ads"
"Tomb of the Mask","","February 13, 2019",5,"it was a very very fun and addicting game once I played it on an ad I just needed to download it"
"Tomb of the Mask","Anna Tereskova","February 13, 2019",5,"fun"
"Tomb of the Mask","Rana Rehan","February 13, 2019",5,"funny game"
"Tomb of the Mask","Randy Howley","February 13, 2019",5,"beat the game twice. please add more levels!!!"
"Tomb of the Mask","Amanda Stewart","February 13, 2019",3,"on level 116 I went out of the borders by accident."
"Tomb of the Mask","","February 13, 2019",4,"i like it it's good and easy"
"Tomb of the Mask","Hero 7442","February 13, 2019",1,"sucks theres an ad for every minute you play, and im not exaggerating."
"Tomb of the Mask","","February 13, 2019",5,"very fun have besten so many levels"
"Tomb of the Mask","","February 13, 2019",1,"i hate it so mushhhhhhhhh 👣😟"
"Tomb of the Mask","Maricela aguilar","February 13, 2019",5,"the best game I ever had in my life 😎😎😎😎"
"Tomb of the Mask","karate ahmad","February 13, 2019",5,"like it"
"Tomb of the Mask","Rajwinder Singh","February 13, 2019",5,"oosm this game👌👌👌"
"Tomb of the Mask","","February 13, 2019",1,"gg"
"Tomb of the Mask","","February 13, 2019",5,"رائع"
"Tomb of the Mask","Jay 38","February 13, 2019",5,"amazing time killer and very fun too play"
"Tomb of the Mask","Best Frog","February 13, 2019",1,"The No ad purchase should get rid of all ads on the game"
"Tomb of the Mask","Slim Jim","February 13, 2019",5,"I love it,its awesome😎"
"Tomb of the Mask","queen of everything","February 13, 2019",5,"it is a great awesome game I love it thanks for making it"
"Tomb of the Mask","","February 13, 2019",5,"the game very nice"
"Tomb of the Mask","Neil Mirasol","February 13, 2019",3,"Nice pixel graphics and great gameplay all saturated with ads. Whether or not you want to open a chest after a stage or whether or not you want to revive, you WILL watch a 30 second or less advert. This means a significantly boring time for those who complete stages rapidly or die frequently in Arcade Mode. I understand that financing the game is essential, but the frequency makes it look like a cash grab that's off a good idea."
"Tomb of the Mask","","February 13, 2019",5,"😎😹💩😮😣😣😤😲😍😤😲"
"Tomb of the Mask","","February 13, 2019",5,"i made it to the finale level and i win the hole 200 levels and i hade it like a week i love this game i can wait for more adventures"
"Tomb of the Mask","","February 13, 2019",5,"i love this game"
"Tomb of the Mask","","February 13, 2019",5,"Love it"
"Tomb of the Mask","ABBY 1105","February 13, 2019",4,"it's fun but there's way to many ads"
"Tomb of the Mask","Poonam Yadav","February 13, 2019",5,"good"
"Tomb of the Mask","Nugroho Ari","February 13, 2019",5,"Sooo happyyyyy"
"Tomb of the Mask","","February 13, 2019",5,"very good"
"Tomb of the Mask","Derek Hall","February 13, 2019",2,"great game but it has a serious ad glitch, where if you payed to remove ads it'll display ads anyway. for some reason when i play the game now it will play the angry birds theme until i exit the game. this game has become more and more buggy since i started playing it years ago"
"Tomb of the Mask","Piotr Czuchra","February 13, 2019",1,"too much ads"
"Tomb of the Mask","","February 13, 2019",5,"The bestest game"
"Tomb of the Mask","","February 13, 2019",5,"its fun and addicted"
"Tomb of the Mask","","February 13, 2019",5,"thanks again. if the item to a few weeks, the more the UK and I have to do with a friend. you are here, you are looking to get a quote from a BT. this email and password for my first post a reply from my Android device should now be visible to the top of the most popular programs and following the instructions to be able the same as a friend. you are here, you"
"Tomb of the Mask","","February 13, 2019",5,"I really like it 😊 and I have been playing for a long time must buy now!"
"PUBG MOBILE","","March 8, 2019",5,"I like pubg"
"PUBG MOBILE","PRO GAMER","March 8, 2019",5,"this game is very good but sometimes the server goes down between matches and their is too much lag between game play but the game is very good every body should try this game"
"PUBG MOBILE","","March 8, 2019",5,"super"
"PUBG MOBILE","","March 8, 2019",5,"OMG game"
"PUBG MOBILE","","March 8, 2019",5,"yeaahh"
"PUBG MOBILE","Chandra Shekar","March 8, 2019",5,"I love this game a lot, I have never seen this type game in my life really fantastic game"
"PUBG MOBILE","","March 8, 2019",5,"I love"
"PUBG MOBILE","","March 8, 2019",5,"congratulations first anniversary"
"PUBG MOBILE","","March 8, 2019",5,"open"
"PUBG MOBILE","Sarfraz Khan","March 8, 2019",5,"Amazing game i really like it"
"PUBG MOBILE","","March 8, 2019",5,"nice"
"PUBG MOBILE","Laurentius Santoso","March 8, 2019",4,"Terlalu Banyak GB jadi harus hapus banyak aplikasi kalau mau update😭😭😭😣😣😣😡😡😡🙏 tolong bikin update nya cepat🙏"
"PUBG MOBILE","TECH FAN","March 8, 2019",5,"my game is not starting . please tell me how to fix it"
"PUBG MOBILE","","March 8, 2019",5,"Best"
"PUBG MOBILE","","March 8, 2019",5,"I want this game in my life"
"PUBG MOBILE","","March 8, 2019",5,"यार मस्त game है। मजा आ गया। लाजवाब। दिन भर खेलो तो भी मन नहीं भरता। Must download game."
"PUBG MOBILE","","March 8, 2019",5,"good"
"PUBG MOBILE","","March 8, 2019",5,"good game"
"PUBG MOBILE","Subhankar Biswas","March 8, 2019",4,"Nice xperience"
"PUBG MOBILE","anita mehra","March 8, 2019",5,"best game"
"PUBG MOBILE","hani Raj","March 8, 2019",5,"kute teri ma ka land boosdi ke gm land ye game to play nahi hoti nabare"
"PUBG MOBILE","Shubham Khandalkar","March 8, 2019",5,"great"
"PUBG MOBILE","","March 8, 2019",5,"what a game pa"
"PUBG MOBILE","","March 8, 2019",5,"nice game"
"PUBG MOBILE","","March 8, 2019",5,"wow this game is a cool 😍😍😍😘😘"
"PUBG MOBILE","","March 8, 2019",3,"nice"
"PUBG MOBILE","khemchand Soni","March 8, 2019",5,"very best game"
"PUBG MOBILE","Joyeeta Deb","March 8, 2019",1,"best game in the world"
"PUBG MOBILE","MR production","March 8, 2019",5,"Only helicopters is not there but very nice game 👌👌"
"PUBG MOBILE","Zahra - زهراء","March 8, 2019",5,"😭😭💙💙💙💙💙💙"
"PUBG MOBILE","","March 8, 2019",5,"ok"
"PUBG MOBILE","Aina Sarah Cheong","March 8, 2019",1,"when i want to play, the notice said that my device were not supported -,-"
"PUBG MOBILE","Danish Hamdule","March 8, 2019",4,"Its the best game in years....but has sever related issues in Asia. i het 250-700 ping range everyday. Playing it like that for 2 seasons. Now uninstalled."
"PUBG MOBILE","","March 8, 2019",5,"best"
"PUBG MOBILE","","March 8, 2019",5,"good"
"PUBG MOBILE","","March 8, 2019",5,"my favourite game Pepsi"
"PUBG MOBILE","Nex Addo","March 8, 2019",1,"unplayable with the lag on input keep dropping out."
"PUBG MOBILE","","March 8, 2019",5,"a.wonderful. game"
"PUBG MOBILE","Gagan Mashaal","March 8, 2019",5,"i Love that"
"PUBG MOBILE","","March 8, 2019",5,"best game ever for android"
"Snowball.io","Ethan Metsch","February 22, 2019",5,"is cool"
"Snowball.io","Brian Salzman","February 22, 2019",5,"Very fun, like the way the dudes fly if U hit them.😂"
"Snowball.io","Donald Duck","February 22, 2019",5,"very fun and good time killer."
"Snowball.io","","February 22, 2019",5,"i love shooting snowballs balls ha lol"
"Snowball.io","","February 22, 2019",5,"amazing"
"Snowball.io","Paul Cornejo","February 22, 2019",5,"it is awesome."
"Snowball.io","","February 22, 2019",5,"I think this game is pretty cool because you use SnowBalls to kill other people and you get a fast and easy when very easily."
"Snowball.io","foxypro and gfpro jesse","February 22, 2019",5,"omg! i good at this game!"
"Snowball.io","","February 22, 2019",5,"its a good game to play"
"Snowball.io","","February 22, 2019",5,"AMAZING"
"Snowball.io","","February 22, 2019",5,"nice"
"Snowball.io","Billy Warfield","February 22, 2019",5,"THIS GAME IS AWSOME DOWNLOAD IT RIGHT NOW"
"Snowball.io","nikolai adams","February 22, 2019",5,"awesome"
"Snowball.io","MOHD Aiman Lai","February 22, 2019",5,"this is so goooooooood!!!!! i kill more 900 so woowoowoowoowoow.I can't believe this game so goooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooood"
"Snowball.io","","February 22, 2019",5,"all I can say is just that this game is amazing amazing amazing"
"Snowball.io","Sophia Lyons","February 22, 2019",5,"I like this game alot"
"Snowball.io","","February 22, 2019",5,"I love snow"
"Snowball.io","Keyshaun Woodurff","February 22, 2019",5,"only goats play this game donload you wont have regets"
"Snowball.io","","February 22, 2019",5,"c[oooooooooooooooooll"
"Snowball.io","Callum Murray","February 22, 2019",5,"you whud get this game I given 5/5"
"Snowball.io","Shellie Gama","February 22, 2019",5,"I love it"
"Snowball.io","Isaac Cobian","February 22, 2019",5,"fun"
"Snowball.io","","February 22, 2019",5,"cool"
"Snowball.io","","February 22, 2019",5,"Awesome"
"Snowball.io","","February 22, 2019",5,"Maddox"
"Snowball.io","","February 22, 2019",5,"WEBO PELIO"
"Snowball.io","Juan SP","February 22, 2019",5,"excellent game"
"Snowball.io","","February 22, 2019",5,"I love this game because i keep winning and thorwing snowballs at people is funny so i will give this game a 5 your welcome"
"Snowball.io","cameron the soccer swet","February 22, 2019",5,"time takin"
"Snowball.io","DARKJOSEZ :D","February 22, 2019",5,"it is good time killer and fun"
"Snowball.io","Jennifer Jim","February 22, 2019",5,"your the best 😘"
"Snowball.io","Lauryn_the_lonely_potato Robles","February 22, 2019",5,"love this game!!"
"Snowball.io","","February 22, 2019",5,"BEST GAME EVER!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
"Snowball.io","Kevin Jones","February 22, 2019",5,"yaaaaaaa"
"Snowball.io","","February 22, 2019",5,"😀"
"Snowball.io","Loriann Hank","February 22, 2019",5,"best"
"Snowball.io","","February 22, 2019",5,"it is fun great graph good game install it"
"Snowball.io","","February 22, 2019",5,"fun game you can unlock new skins do so much more GET IT!!!!!!!!!"
"Snowball.io","","February 22, 2019",5,"it is fun"
"Snowball.io","Linda Fondala","February 22, 2019",5,"its really good once u get better at it i love😍 the skin its really cool make sure to make it better and i will really love🖒"
"Ball Mayhem!","Aiman Haziq","March 6, 2019",5,"Amazing"
"Ball Mayhem!","puja jindal","March 5, 2019",5,"it is very good game I am very enjoying"
"Ball Mayhem!","Olly Alcock","March 5, 2019",4,"Good game"
"Ball Mayhem!","David Q","March 5, 2019",1,"same as all the other games from this developer. More ads then game."
"Ball Mayhem!","Zomzom Pro","March 5, 2019",2,"don't like the championship matches, wish the time was back cause with the time it's better and short plus it's awesome as well. but without the time it's no good. hope soon y'all can bring back the time"
"Ball Mayhem!","","March 5, 2019",5,"good so good"
"Ball Mayhem!","Rita VP","March 5, 2019",3,"its ight like if play fortnite"
"Ball Mayhem!","Deric Putra","March 5, 2019",4,"What an amazing game I mean there is no sound and its not online But its a pretty good game"
"Ball Mayhem!","Alessandra San Miguel","March 5, 2019",5,"Kept Kepit up"
"Ball Mayhem!","john eleven","March 5, 2019",1,"your opponents automatically have a better chance then you this game is trash"
"Ball Mayhem!","faith asemota","March 5, 2019",5,"fun"
"Ball Mayhem!","Tina Hudson","March 5, 2019",5,"i love this game its fun to blast people when running with the ball. Its hitting futures are AMAZING"
